Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20210716,SE,SEWERS,SE 0200X,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, BRONX",C,2022,0,"298,546","16,000",0
20210716,SE,SEWERS,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",E,2022,"1,791,695","5,673,000","12,673,000","8,102,000"
20210716,SE,SEWERS,SE 0716,"LAND ACQUISITION, STORM WATER MANAGEMENT, STATEN ISLAND",C,2022,"11,633,473","8,844,000","8,000,000","22,633,000"
20210716,SE,SEWERS,SE 0740,"CONSTRUCTION OF SANITARY SEWERS IN ROCKLAND AVENUE, STATEN ISLAND",E,2022,0,0,"11,058,350",0
20210716,SE,SEWERS,SE 0758,"GUNITING OF SEWERS, CITYWIDE",E,2022,"7,671,889",0,0,0
20210716,SE,SEWERS,SE 0785,"STORM SEWER IN FORMER JWS AREA, QUEENS",C,2022,"34,999",0,0,0
20210716,SE,SEWERS,SE 0789,"STORM SEWER IN B. 63RD STREET, QUEENS",C,2022,0,0,0,"4,064,999"
20210716,SE,SEWERS,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",P,2022,"13,037,419","12,000","2,000",0
20210716,SE,SEWERS,SE 1000,"CONSTRUCTION OF SEWER PROJECTS, CITYWIDE",C,2022,0,"506,252","21,000",0
20210716,SE,SEWERS,SE 9336,"COMBINED SEWER, 80TH STREET",E,2022,0,0,0,"12,200,000"
20210716,T,TRANSIT AUTHORITY,T 0005A,IMPROVEMENTS RAPID TRANSIT SYSTEM,C,2022,"20,000,000","4,000,000","4,000,000","4,000,000"
20210716,T,TRANSIT AUTHORITY,T 0007A,"NEW VEHICLES, FACILITIES FOR SURFACE AND MABSTOA",C,2022,"5,000,000","1,000,000","1,000,000","1,000,000"
20210716,T,TRANSIT AUTHORITY,T 0131,"MISCELLANEOUS RECONSTRUCTION TO LINES UNDER OPERATION, CITY WIDE",C,2022,"140,000,000","35,000,000","35,000,000","35,000,000"
20210716,T,TRANSIT AUTHORITY,T 0169,VARIOUS TRANSIT AUTHORITY PROJECTS AND PURCHASES,C,2022,"2,800,000,000",0,0,"447,522,000"
20210716,TD,TRANSPORTATION EQUIPMENT,TD 0019,PURCHASE OF COMPUTER EQUIPMENT FOR DOT,C,2022,"6,609,981","10,425,000","5,632,000","8,215,000"
20210716,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",C,2022,0,0,"19,025,518","86,511,000"
20210716,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",S,2022,0,"23,016,143",0,"22,288,000"
20210716,TF,TRAFFIC,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",F,2022,"5,638,671",0,0,"89,000"
20210716,TF,TRAFFIC,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",S,2022,"4,994,040",0,0,0
20210716,TF,TRAFFIC,TF 0003,PARKING METERS,C,2022,"14,307,500",0,0,0
20210716,TF,TRAFFIC,TF 0503,"STREET LIGHTING, CITYWIDE",F,2022,0,0,"3,616,803",0
20210716,TF,TRAFFIC,TF 0503,"STREET LIGHTING, CITYWIDE",S,2022,0,0,"26,856,131","8,259,000"
20210716,TF,TRAFFIC,TF 0777,"BUS RAPID TRANSIT, CITYWIDE",C,2022,0,0,"1,105,590","27,000"
20210716,TF,TRAFFIC,TF D503,"STREET LIGHTING, CITYWIDE",C,2022,"600,000","600,000",0,0
20210716,TF,TRAFFIC,TF Q005,"TRAFFIC IMPROVEMENTS, QUEENS",C,2022,"3,000,000",0,0,0
20210716,W,WATER SUPPLY,W 0005,ADDITIONAL WATER SUPPLY EMERGENCY AND PERMANENT,E,2022,"51,551,734","9,000,000","9,000,000","9,000,000"
20210716,W,WATER SUPPLY,W 0010,CITY TUNNEL NO. 3 STAGE 1,E,2022,0,0,"333,400,633","55,000,000"
20210716,W,WATER SUPPLY,W 0013,"CITY TUNNEL NUMBER 3, STAGE 2",E,2022,0,0,"163,236,931","15,900,000"
20210716,W,WATER SUPPLY,W 0014,KENSICO - CITY TUNNEL,E,2022,0,0,"174,580,506","588,620,000"
20210716,W,WATER SUPPLY,W 0015,RECONSTRUCTION OF CITY WATER TUNNEL NO. 1,E,2022,"964,999",0,0,0
20210716,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",E,2022,0,"65,950,595","319,649,000","272,801,000"
20220216,AG,DEPARTMENT FOR THE AGING,AG QN593,"SUNNYSIDE COMMUNITY SERVICES, INC.",C,2023,0,"96,600",0,0
20210716,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,C,2022,0,0,"1,209,999",0
20210716,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,E,2022,0,0,"12,369,634","82,811,000"
20210716,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0011,THE CONSTRUCTION OF CROTON FILTRATION PLANT AND ANCILLARY WORK,E,2022,0,"968,708","2,300,000",0
20210716,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,E,2022,"117,575,247","278,129,000","332,862,000","245,750,000"
20210716,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,S,2022,0,"54,375,999","19,524,000","126,100,000"
20210716,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0105,"WATER SUPPLY IMPROVEMENTS, CITYWIDE",E,2022,"17,682,795","22,680,000","21,471,000","122,820,000"
20210716,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0944,PRIVATE FUNDING FOR CONSTRUCTION OR RECONSTRUCTION OF WATER MAINS,P,2022,"1,993,773",0,0,0
20210716,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,C,2022,"2,454,623",0,0,0
20210716,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,E,2022,"236,521,675","489,978,000","510,977,000","468,521,000"
20210716,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,F,2022,0,"45,932,774","15,750,000",0
20210716,WP,WATER POLLUTION CONTROL,WP 0164,NORTH RIVER WATER POLLUTION CONTROL PROJECT,E,2022,"42,919,226","3,500,000","54,000,000","3,500,000"
20210716,WP,WATER POLLUTION CONTROL,WP 0169,"COMBINED SEWER OVERFLOW ABATEMENT FACILITIES, CITYWIDE",E,2022,0,"537,307,091","93,747,000","422,922,000"
20210716,WP,WATER POLLUTION CONTROL,WP 0206,TWENTY SIXTH WARD WATER POLLUTION CONTROL PROJECT,E,2022,"20,496,748","2,300,000","300,000","300,000"
20210716,WP,WATER POLLUTION CONTROL,WP 0247,UPGRADE JAMAICA WATER POLLUTION CONTROL PROJECT,E,2022,"1,529,799",0,0,0
20210716,WP,WATER POLLUTION CONTROL,WP 0249,UPGRADE TALLMANS ISLAND WATER POLLUTION CONTROL PROJECT,E,2022,0,0,"288,244",0
20210716,WP,WATER POLLUTION CONTROL,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",E,2022,"167,943,271","95,942,000","101,200,000","241,300,000"
20210716,WP,WATER POLLUTION CONTROL,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",F,2022,"309,000",0,"2,700,000",0
20210716,WP,WATER POLLUTION CONTROL,WP 0282,"ENG., ARCH., ADMIN. AND OTHER COSTS, DEPT. OF WATER RESOURCES",E,2022,"69,269,283","22,875,000","67,004,000","74,590,000"
20210716,WP,WATER POLLUTION CONTROL,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",E,2022,0,"30,763,064","4,000,000","4,000,000"
20210716,WP,WATER POLLUTION CONTROL,WP D169,"COMBINED SEWER OVERFLOW ABATEMENT FACILITIES, CITYWIDE",C,2022,"415,000",0,0,0
20220216,AG,DEPARTMENT FOR THE AGING,AG 0001,"IMPROVEMENTS TO PROPERTY USED BY DEPARTMENT FOR THE AGING, CITYWIDE",C,2023,0,"552,032","10,648,000","1,515,000"
20220216,AG,DEPARTMENT FOR THE AGING,AG 0002,"PURCHASE OF AUTOS, COMPUTERS, OTHER EQUIP FOR THE AGING, CITYWIDE",C,2023,"2,976,998","2,164,000",0,0
20220216,BR,WATERWAY BRIDGES,BR 0156,"MANHATTAN BRIDGE, RECONSTRUCTION",C,2023,"3,213,364",0,"675,000",0
20220216,BR,WATERWAY BRIDGES,BR 0231,"QUEENSBORO BRIDGE, REHABILITATION",C,2023,"23,005,799",0,"96,200,000",0
20220216,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,C,2023,0,0,"51,584,749","35,000,000"
20220216,C,CORRECTION,C  0075,"CORRECTION FACILITIES, CONSTRUCTION, RECONS & IMPROVEMENTS, CITYWIDE",C,2023,0,0,0,"152,059,989"
20220216,C,CORRECTION,C  0101,"SECURITY SYSTEMS, VARIOUS FACILITIES",C,2023,0,0,0,"1,799,997"
20220216,C,CORRECTION,C  0112,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF CORRECTION,C,2023,"2,777,558","3,470,000","4,664,000","8,681,000"
20220216,C,CORRECTION,C  0114,"ACQUISITION, CONSTR., ETC. SUPPLEMENTARY HOUS. PROG. AND SUPPORT FACIL",C,2023,"1,286,877,000","2,015,458,000","2,094,289,000","1,611,793,000"
20220216,C,CORRECTION,C  0117,"PURCHASE OF COMPUTER EQUIPMENT, ALL FACILITIES",C,2023,0,0,0,"9,392,025"
20220216,C,CORRECTION,C  0130,"RECONS., CONST., IMPROV., RIKERS IS, P HSE., INCL. EQUIP, ACQ AND RECO",C,2023,"42,000",0,0,0
20220216,CO,COURTS,CO 0081,31 CHAMBERS ST. - MANHATTAN SURROGATE'S COURT,C,2023,0,"542,690",0,"32,060,000"
20220216,CO,COURTS,CO 0264,"ACQUISITION, ADDS, CONSTRUCT, RECONSTRUCT, COURT FACILITIES, CITYWIDE",C,2023,0,0,"106,201,551","165,490,000"
20220216,CO,COURTS,CO 0272,45 MONROE PL. - BROOKLYN APPELLATE DIVISION COURTHOUSE- 2ND DEPT.,C,2023,"268,000",0,0,0
20220216,CO,COURTS,CO 0276,100 RICHMOND TERR. - STATEN ISLAND FAMILY COURT,C,2023,0,"326,998",0,0
20220216,CO,COURTS,CO 0277,"25-10 COURT HOUSE SQ. - LONG ISLAND CITY COURTHOUSE, QUEENS",C,2023,"82,854","6,532,000",0,0
20220216,CO,COURTS,CO 0278,360 ADAMS ST. - BROOKLYN  SUPREME COURT,C,2023,0,"26,717,845","41,565,000","9,316,000"
20220216,CO,COURTS,CO 0283,100 CENTRE ST. - MANHATTAN  CRIMINAL COURT BUILDING,C,2023,0,"16,838,625","6,928,000",0
20220216,CO,COURTS,CO 0285,60 LAFAYETTE ST. - MANHATTAN FAMILY COURT,C,2023,"12,039,000",0,0,0
20220216,CO,COURTS,CO 0293,851 GRAND CONCOURSE - BRONX SUPREME COURT BUILDING,C,2023,"4,159,808","66,935,000","36,000,000","75,057,000"
20220216,CO,COURTS,CO 0294,215 EAST 161ST ST. - BRONX  CRIMINAL/FAMILY COURT BUILDING,C,2023,0,"2,944,218",0,"6,358,000"
20220216,CO,COURTS,CO 0295,1118 GRAND CONCOURSE - BRONX HOUSING COURT,C,2023,0,"11,650,322","1,560,000",0
20220216,CO,COURTS,CO 0296,125-01 QUEENS BLVD. - QUEENS CRIMINAL COURTS BUILDING,C,2023,0,0,"27,648,072","44,119,000"
20220216,CO,COURTS,CO 0298,NEW QUEENS FAMILY COURT,C,2023,"660,750","7,935,000","1,385,000",0
20220216,CO,COURTS,CO 0299,89-17 SUTPHIN BLVD. - QUEENS COURT FACILITY,C,2023,"24,175,727","8,427,000","2,435,000",0
20220216,CO,COURTS,CO 0300,88-11 SUTPHIN BLVD. - QUEENS SUPREME COURT BUILDING,C,2023,0,"5,042,073","841,000","7,531,000"
20220216,CO,COURTS,CO 0301,130 STUYVESANT PL. - STATEN ISLAND JUDICIAL CENTER,C,2023,"1,634,299","610,000","17,426,000",0
20220216,CO,COURTS,CO 0304,60 CENTRE ST. - MANHATTAN SUPREME COURT BUILDING,C,2023,0,"11,956,707",0,0
20220216,CO,COURTS,CO 0306,"170 EAST 121TH STREET, HARLEM COMMUNITY COURT",C,2023,"1,616,331","3,636,000",0,"6,061,000"
20220216,CS,ADMIN FOR CHILDREN'S SERVICES,CS MN934,CHILDREN'S AID SOCIETY,C,2023,146,0,0,0
20220216,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",C,2023,0,"2,946,123",0,"2,231,000"
20220216,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",C,2023,"4,886,865","13,956,000","4,721,000","3,229,000"
20220216,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0005,"ACQUISITION AND CONSTRUCTION FOR YOUTH AND FAMILY JUSTICE, CITYWIDE",C,2023,0,"251,393,415",0,0
20220216,DP,DOITT DP EQUIPMENT,DP 0001,PURCHASE OF EDP EQUIPMENT FOR DoITT & DESIGN/INSTALL/IMPLEMENT CITYNET,C,2023,0,0,"43,572,521","68,585,000"
20220216,DP,DOITT DP EQUIPMENT,DP 0002,ECTP EMERGENCY COMMUNICATION SYSTEMS AND FACILITIES,C,2023,"4,101,929","48,936,000",0,0
20220216,E,EDUCATION,E  2364,E-2364 SIXTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,C,2023,0,"99,404,000",0,0
20220216,E,EDUCATION,E  2365,E-2365 SEVENTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,C,2023,"4,058,187,154","4,331,280,000","1,221,500,000","1,221,500,000"
20220216,ED,ECONOMIC DEVELOPMENT,ED KN408,SUNY DOWNSTATE MEDICAL CENTER,C,2023,488,0,0,0
20220216,ED,ECONOMIC DEVELOPMENT,ED KN776,PRATT INSTITUTE,C,2023,0,0,1,0
20220216,ED,ECONOMIC DEVELOPMENT,ED K319,BROOKLYN NAVY YARD INDUSTRIAL PARK,C,2023,0,0,420,0
20220216,ED,ECONOMIC DEVELOPMENT,ED QN183,HEARTSHARE HUMAN SERVICES OF NEW YORK,C,2023,298,0,0,0
20220216,ED,ECONOMIC DEVELOPMENT,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",C,2023,"114,864,786","305,581,000","342,912,000","318,330,000"
20220216,ED,ECONOMIC DEVELOPMENT,ED 0319,BROOKLYN NAVY YARD,C,2023,"58,050,022","99,438,000","108,758,000","73,157,000"
20220216,ED,ECONOMIC DEVELOPMENT,ED 0373,BROOKLYN ARMY TERMINAL,C,2023,0,0,"47,990","45,904,000"
20220216,ED,ECONOMIC DEVELOPMENT,ED 0380,"INDUSTRIAL AND COMMERCIAL DEVELOPMENT, ALL BOROUGHS",C,2023,0,0,0,"4,539,986"
20220216,ED,ECONOMIC DEVELOPMENT,ED 0384,"NEIGHBORHOOD REDEVELOPMENT, CITYWIDE",C,2023,0,0,"180,152,059","91,716,000"
20220216,ED,ECONOMIC DEVELOPMENT,ED 0404,"ECONOMIC DEVELOPMENT FOR INDUSTRIAL, WATERFRONT AND COMMERCIAL PURPOSE",C,2023,0,0,"6,401,067","13,500,000"
20220216,ED,ECONOMIC DEVELOPMENT,ED 0408,"MODERNIZATION, RECONSTRUCTION, MARKETS",C,2023,0,0,"1,269,274","30,508,000"
20220216,ED,ECONOMIC DEVELOPMENT,ED 0409,"MODERNIZATION, RECONSTRUCTION, PIERS, CITYWIDE",C,2023,0,0,"27,167,567","113,267,000"
20220216,ED,ECONOMIC DEVELOPMENT,ED 0831,TRUST FOR GOVERNORS ISLAND,C,2023,"47,055,814","98,555,000","40,885,000","4,124,000"
20220216,EP,DEP EQUIPMENT,EP 0004,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF ENVIRONMENTAL PROTECTION,C,2023,"10,790,218","13,997,000","13,866,000","16,135,000"
20220216,EP,DEP EQUIPMENT,EP 0005,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIP. FOR D.E.P.,C,2023,"18,832,040",0,0,"50,000,000"
20220216,EP,DEP EQUIPMENT,EP 0006,ACQUISITION/RECON/CON LEASED & OWNED FACILITIES BY DEP,C,2023,0,"3,561,121","13,800,000","20,500,000"
20220216,F,FIRE,F  Q175,"FACILITY IMPROVEMENTS, QUEENS",C,2023,"817,284",0,0,0
20220216,F,FIRE,F  X175,"FACILITY IMPROVEMENTS, THE BRONX",C,2023,"203,137",0,0,0
20220216,F,FIRE,F  0001,"FIRE ALARM COMMUNICATION SYSTEM, CITYWIDE",C,2023,"3,925,525","4,192,000","1,078,000","1,000,000"
20220216,F,FIRE,F  0109,"VEHICLE ACQUISITION, CITYWIDE",C,2023,"68,222,814","77,488,000","109,814,000","83,281,000"
20220216,F,FIRE,F  0175,"FACILITY IMPROVEMENTS, CITYWIDE",C,2023,"59,180,035","88,477,000","106,607,000","30,000,000"
20220216,F,FIRE,F  0204,NEW TRAINING CENTER FOR THE NEW YORK FIRE DEPARTMENT,C,2023,"3,589,562","52,756,000",0,"224,000,000"
20220216,F,FIRE,F  0212,MANAGEMENT INFORMATION AND CONTROL SYSTEM (MICS),C,2023,"27,161,792","5,000,000","2,000,000","3,500,000"
20220216,FA,FERRIES & AVIATION,FA 0021,"FERRY BOATS, TERMINALS, FLOATING EQUIPMENT AND RELATED ITEMS",C,2023,"21,334,367","22,296,000","31,736,000","27,459,000"
20220216,FA,FERRIES & AVIATION,FA 0026,FERRY MAINTENANCE FACILITY,C,2023,"3,514,514",0,0,0
20220216,HA,HOUSING AUTHORITY,HA M001,"HOUSING AUTHORITY BOROUGH PRESIDENT CAPITAL SUBSIDIES, MANHATTAN",C,2023,913,0,0,0
20220216,HA,HOUSING AUTHORITY,HA 0001,HOUSING AUTHORITY CITY CAPITAL SUBSIDIES,C,2023,0,"376,191,892","661,590,000","425,760,000"
20220216,HB,HIGHWAY BRIDGES,HB 0163,"FIVE BRIDGES IN MELROSE, THE BRONX",C,2023,"286,000",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 0215,"IMPROVEMENTS TO HIGHWAY BRIDGES & STRUCTURES, CITYWIDE.",C,2023,"155,632,090","590,576,000","1,350,870,000","483,211,000"
20220216,HB,HIGHWAY BRIDGES,HB 0278,"BQE (278-I) FROM SANDS STREET TO ATLANTIC AVENUE, BROOKLYN",C,2023,0,0,"463,781,403",0
20220216,HB,HIGHWAY BRIDGES,HB 0431,"REHABILITATION OF BRIDGE AT 49TH AVENUE, QUEENS",C,2023,0,"6,996,000","81,681,000",0
20220216,HB,HIGHWAY BRIDGES,HB 0530,"RECONST & STRUCT REHAB R.R. BDGE PARKSIDE & OCEAN AVE, BROOKLYN",C,2023,0,"50,136,085",0,0
20220216,HB,HIGHWAY BRIDGES,HB 0644,"RECONSTRUCTION OF BRIDGE, MADISON AVE. OVER HARLEM RIVER DRIVE",C,2023,"1,848,260",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1012,"DESIGN COST FOR BRIDGE FACILITIES, CITYWIDE",C,2023,"30,832,665","56,952,000","26,563,000","59,859,000"
20220216,HB,HIGHWAY BRIDGES,HB 1013,"PURCHASE OF EQUIPMENT FOR BRIDGES, CITYWIDE",C,2023,0,0,0,"5,108,000"
20220216,HB,HIGHWAY BRIDGES,HB 1014,"BRIDGE FACILITY RECONSTRUCTION AND REHABILITATION, CITYWIDE",C,2023,0,0,0,"920,000"
20220216,HB,HIGHWAY BRIDGES,HB 1028,"BRIDGE REHABILITATION, E. 14TH STREET, ETC., BROOKLYN",C,2023,"2,743,000","16,951,000",0,0
20220216,HB,HIGHWAY BRIDGES,HB 1070,"BRIDGE PAINTING, CITYWIDE",C,2023,"9,216,962","104,370,000","3,100,000","49,908,000"
20220216,HB,HIGHWAY BRIDGES,HB 1078,"RECONSTRUCTION OF HARLEM RIVER DRIVE RAMP, BIN 2-26724-0, MANHATTAN",C,2023,0,0,0,"346,608,199"
20220216,HB,HIGHWAY BRIDGES,HB 1086,"WESTCHESTER AVE/HUTCHINSON RIVER PKWY BRIDGE, BIN 2-07583-7, THE BRONX",C,2023,"4,509,820",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1090,"RECON OF THE BELT/SHORE PARKWAY BRIDGE OVER NOSTRAND AVE, BROOKLYN",C,2023,"41,853,709",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1103,"RECON OF CONC. VILLAGE AVE BR OVER METRO-NORTH BR., THE BRONX",C,2023,0,"44,647,000",0,0
20220216,HB,HIGHWAY BRIDGES,HB 1114,"RECON OF TWO HEMPSTEAD AVE BRIDGES OVER CROSS ISLAND PKWY, QUEENS",C,2023,"147,000",0,0,"6,740,000"
20220216,HB,HIGHWAY BRIDGES,HB 1115,"RECON OF UNION TURNPIKE BRIDGE OVER CROSS ISLAND PKWY, QUEENS",C,2023,0,0,"7,018,999","53,990,000"
20220216,HB,HIGHWAY BRIDGES,HB 1120,"RECONSTRUCTION OF 11TH AVE VIADUCT OVER LIRR WEST SIDE YARD, MANHATTA",C,2023,0,0,0,"74,969,999"
20220216,HB,HIGHWAY BRIDGES,HB 1127,"RECON PELHAM PKWY BRIDGE OVER HUTCHINSON PKWY, THE BRONX",C,2023,0,"58,140,000",0,0
20220216,HB,HIGHWAY BRIDGES,HB 1131,"RECON UNIONPORT RD BRIDGE OVER WESTCHESTER CREEK, THE BRONX",C,2023,"3,369,347",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1137,"RECON ELLIOT AVE BRIDGE OVER QUEENS BLVD, QUEENS",C,2023,0,0,0,"1,532,000"
20220216,HB,HIGHWAY BRIDGES,HB 1139,"RECON EAST 183RD ST BR/METRO-NORTH RR, HAR, THE BRONX",C,2023,"13,659,850",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1141,"RECON METROPOLITAN AVE BRIDGE OVER CONRAIL, QUEENS",C,2023,0,"62,497,000",0,0
20220216,HB,HIGHWAY BRIDGES,HB 1147,"RECON BROADWAY BRIDGE OVER THE HARLEM RIVER, MANHATTAN",C,2023,"11,873,000","11,183,000",0,0
20220216,HB,HIGHWAY BRIDGES,HB 1148,"RECON SHORE ROAD/HUTCHINSON RIVER PKWY, THE BRONX",C,2023,0,"7,727,110",0,"244,411,000"
20220216,HB,HIGHWAY BRIDGES,HB 1165,"RECON RIVERSIDE DRIVE/WEST 158TH ST, MANHATTAN",C,2023,"16,359,968",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1172,"RECON EAST 188TH ST BR OVER METRO NORTH RR, THE BRONX",C,2023,"27,050,000",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1173,"RECON BR OVER CROSS ISLAND PARKWAY AT 115TH AVENUE, QUEENS",C,2023,"37,545,000",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1190,"RECONSTRUCT GRAND CONCOURSE BRIDGE OVER METRO-NORTH RR HUD, THE BRONX",C,2023,"1,216,500",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1205,"RECONSTRUCT 5TH AVENUE BRIDGE OVER LIRR AND SEA BEACH, BROOKLYN",C,2023,"540,890",0,0,0
20220216,HB,HIGHWAY BRIDGES,HB 1208,"RECON FOSTER AVE,  BMT SUBWAY ,BROOKLYN.",C,2023,0,0,"3,000,000","23,168,000"
20220216,HB,HIGHWAY BRIDGES,HB 1221,RECONSTRUCTION OF E. 25TH ST PEDESTRIAN BRIDGE OVER FDR,C,2023,0,"699,998",0,"9,276,000"
20220216,HB,HIGHWAY BRIDGES,HB 2934,"RAMP TO NORTHBOUND HENRY HUDSON PARKWAY OVER AMTRAK, MANHATTAN",C,2023,0,"4,323,000","45,443,000",0
20220216,HB,HIGHWAY BRIDGES,HB 4310,"BEVERLY ROAD OVER THE BMT SUBWAY IN BRIGHTON, BROOKLYN",C,2023,0,"1,537,000","41,952,000",0
20220216,HB,HIGHWAY BRIDGES,HB 4939,CEDARVIEW AVENUE PEDESTRIAN BRIDGE OVER SIRT SOUTH SHORE,C,2023,0,0,"8,823,000",0
20220216,HB,HIGHWAY BRIDGES,HB 4982,"ARTHUR KILL ROAD BRIDGE OVER ARTHUR KILL STREAM, STATEN ISLAND",C,2023,"622,999",0,"9,350,000",0
20220216,HB,HIGHWAY BRIDGES,HB 6672,"EAST 174TH STREET BRIDGE OVER THE SHERIDAN EXPRESSWAY, THE BRONX",C,2023,0,0,"128,279,000",0
20220216,HB,HIGHWAY BRIDGES,HB 7003,"EAST 156TH STREET BRIDGE OVER ACCESS TO HOUSING, THE BRONX",C,2023,0,"58,159,823",0,0
20220216,HD,HOUSING & DEVELOPMENT,HD K082,AUTO / OTHER PURCHASES,C,2023,569,0,0,0
20220216,HD,HOUSING & DEVELOPMENT,HD 0001,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM,C,2023,"73,587,420","28,780,000","63,386,000","64,576,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0004,VERY LOW-INCOME AND EXTREMELY LOW-INCOME HOUSING,C,2023,"194,119,830","229,860,000","103,572,000","103,570,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0005,MULTIFAMILY PRESERVATION LOAN PROGRAM,C,2023,0,"1,213,730","14,588,000","15,040,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0009,ARTICLE 7A FOR ANTI-ABANDONMENT,C,2023,"3,272,001","5,631,000","5,743,000","5,921,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0010,LOW INCOME HOUSING TAX CREDIT (LIHTC) PROJECTS,C,2023,"109,465,446","149,239,000","125,108,000","141,514,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0051,"SMALL HOMES DEVELOPMENT, SCATTER SITE",C,2023,0,0,0,"3,733,984"
20220216,HD,HOUSING & DEVELOPMENT,HD 0090,COMPUTER PURCHASES AND UPGRADE,C,2023,0,0,"8,592,509","11,601,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0107,ARTICLE 8A LOAN PROGRAM,C,2023,0,"6,002,365","48,088,000","50,087,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0110,"PARTICIPATION LOAN PROGRAM (PLP), REHAB",C,2023,"34,082,720","162,236,000","191,262,000","231,409,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0157,ASSOCIATED COSTS - OTHER SITES,C,2023,0,0,"509,631","10,472,000"
20220216,HD,HOUSING & DEVELOPMENT,HD 0161,"SPRING CREEK, ASSOC. COSTS, BROOKLYN",C,2023,"28,660,852",0,"9,527,000",0
